,LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),State FIPS,County FIPS
20315,CN2017900000000,20.0,179.0,"Sheridan County, KS",16,1501.0,1467.0,34.0,2.3,20.0,179.0
20316,CN2018100000000,20.0,181.0,"Sherman County, KS",16,3130.0,3031.0,99.0,3.2,20.0,181.0
20317,CN2018300000000,20.0,183.0,"Smith County, KS",16,1828.0,1763.0,65.0,3.6,20.0,183.0
20318,CN2018500000000,20.0,185.0,"Stafford County, KS",16,2161.0,2083.0,78.0,3.6,20.0,185.0
20319,CN2018700000000,20.0,187.0,"Stanton County, KS",16,1018.0,987.0,31.0,3.0,20.0,187.0
20320,CN2018900000000,20.0,189.0,"Stevens County, KS",16,2685.0,2570.0,115.0,4.3,20.0,189.0
20321,CN2019100000000,20.0,191.0,"Sumner County, KS",16,10703.0,10239.0,464.0,4.3,20.0,191.0
20322,CN2019300000000,20.0,193.0,"Thomas County, KS",16,4482.0,4360.0,122.0,2.7,20.0,193.0
20323,CN2019500000000,20.0,195.0,"Trego County, KS",16,1606.0,1546.0,60.0,3.7,20.0,195.0
20324,CN2019700000000,20.0,197.0,"Wabaunsee County, KS",16,3434.0,3300.0,134.0,3.9,20.0,197.0
20325,CN2019900000000,20.0,199.0,"Wallace County, KS",16,701.0,678.0,23.0,3.3,20.0,199.0
20326,CN2020100000000,20.0,201.0,"Washington County, KS",16,2696.0,2594.0,102.0,3.8,20.0,201.0
20327,CN2020300000000,20.0,203.0,"Wichita County, KS",16,1175.0,1146.0,29.0,2.5,20.0,203.0
20328,CN2020500000000,20.0,205.0,"Wilson County, KS",16,4414.0,4163.0,251.0,5.7,20.0,205.0
20329,CN2020700000000,20.0,207.0,"Woodson County, KS",16,1419.0,1325.0,94.0,6.6,20.0,207.0
20330,CN2020900000000,20.0,209.0,"Wyandotte County, KS",16,81716.0,77400.0,4316.0,5.3,20.0,209.0
20331,CN2100100000000,21.0,1.0,"Adair County, KY",16,7583.0,7128.0,455.0,6.0,21.0,1.0
20332,CN2100300000000,21.0,3.0,"Allen County, KY",16,9462.0,9089.0,373.0,3.9,21.0,3.0
20333,CN2100500000000,21.0,5.0,"Anderson County, KY",16,10559.0,10094.0,465.0,4.4,21.0,5.0
20334,CN2100700000000,21.0,7.0,"Ballard County, KY",16,3732.0,3410.0,322.0,8.6,21.0,7.0
20335,CN2100900000000,21.0,9.0,"Barren County, KY",16,18927.0,18048.0,879.0,4.6,21.0,9.0
20336,CN2101100000000,21.0,11.0,"Bath County, KY",16,5048.0,4700.0,348.0,6.9,21.0,11.0
20337,CN2101300000000,21.0,13.0,"Bell County, KY",16,7915.0,7136.0,779.0,9.8,21.0,13.0
20338,CN2101500000000,21.0,15.0,"Boone County, KY",16,65843.0,63287.0,2556.0,3.9,21.0,15.0
20339,CN2101700000000,21.0,17.0,"Bourbon County, KY",16,10160.0,9691.0,469.0,4.6,21.0,17.0
20340,CN2101900000000,21.0,19.0,"Boyd County, KY",16,19225.0,17717.0,1508.0,7.8,21.0,19.0
20341,CN2102100000000,21.0,21.0,"Boyle County, KY",16,12595.0,11998.0,597.0,4.7,21.0,21.0
20342,CN2102300000000,21.0,23.0,"Bracken County, KY",16,3777.0,3548.0,229.0,6.1,21.0,23.0
20343,CN2102500000000,21.0,25.0,"Breathitt County, KY",16,4569.0,4196.0,373.0,8.2,21.0,25.0
20344,CN2102700000000,21.0,27.0,"Breckinridge County, KY",16,7737.0,7255.0,482.0,6.2,21.0,27.0
20345,CN2102900000000,21.0,29.0,"Bullitt County, KY",16,40134.0,38461.0,1673.0,4.2,21.0,29.0
20346,CN2103100000000,21.0,31.0,"Butler County, KY",16,5138.0,4863.0,275.0,5.4,21.0,31.0
20347,CN2103300000000,21.0,33.0,"Caldwell County, KY",16,5578.0,5288.0,290.0,5.2,21.0,33.0
20348,CN2103500000000,21.0,35.0,"Calloway County, KY",16,18134.0,17302.0,832.0,4.6,21.0,35.0
20349,CN2103700000000,21.0,37.0,"Campbell County, KY",16,46653.0,44818.0,1835.0,3.9,21.0,37.0
20350,CN2103900000000,21.0,39.0,"Carlisle County, KY",16,2152.0,1988.0,164.0,7.6,21.0,39.0
20351,CN2104100000000,21.0,41.0,"Carroll County, KY",16,4494.0,4239.0,255.0,5.7,21.0,41.0
20352,CN2104300000000,21.0,43.0,"Carter County, KY",16,10251.0,9209.0,1042.0,10.2,21.0,43.0
20353,CN2104500000000,21.0,45.0,"Casey County, KY",16,6041.0,5723.0,318.0,5.3,21.0,45.0
20354,CN2104700000000,21.0,47.0,"Christian County, KY",16,24862.0,23328.0,1534.0,6.2,21.0,47.0
20355,CN2104900000000,21.0,49.0,"Clark County, KY",16,16836.0,16021.0,815.0,4.8,21.0,49.0
20356,CN2105100000000,21.0,51.0,"Clay County, KY",16,6200.0,5647.0,553.0,8.9,21.0,51.0
20357,CN2105300000000,21.0,53.0,"Clinton County, KY",16,3782.0,3508.0,274.0,7.2,21.0,53.0
20358,CN2105500000000,21.0,55.0,"Crittenden County, KY",16,3874.0,3665.0,209.0,5.4,21.0,55.0
20359,CN2105700000000,21.0,57.0,"Cumberland County, KY",16,2256.0,2098.0,158.0,7.0,21.0,57.0
20360,CN2105900000000,21.0,59.0,"Daviess County, KY",16,46716.0,44635.0,2081.0,4.5,21.0,59.0
20361,CN2106100000000,21.0,61.0,"Edmonson County, KY",16,5018.0,4727.0,291.0,5.8,21.0,61.0
20362,CN2106300000000,21.0,63.0,"Elliott County, KY",16,2032.0,1795.0,237.0,11.7,21.0,63.0
20363,CN2106500000000,21.0,65.0,"Estill County, KY",16,4940.0,4632.0,308.0,6.2,21.0,65.0
20364,CN2106700000000,21.0,67.0,"Fayette County, KY",16,167072.0,161053.0,6019.0,3.6,21.0,67.0
20365,CN2106900000000,21.0,69.0,"Fleming County, KY",16,6012.0,5642.0,370.0,6.2,21.0,69.0
20366,CN2107100000000,21.0,71.0,"Floyd County, KY",16,11914.0,10627.0,1287.0,10.8,21.0,71.0
20367,CN2107300000000,21.0,73.0,"Franklin County, KY",16,23921.0,22935.0,986.0,4.1,21.0,73.0
20368,CN2107500000000,21.0,75.0,"Fulton County, KY",16,2395.0,2250.0,145.0,6.1,21.0,75.0
20369,CN2107700000000,21.0,77.0,"Gallatin County, KY",16,4013.0,3827.0,186.0,4.6,21.0,77.0
20370,CN2107900000000,21.0,79.0,"Garrard County, KY",16,7302.0,6944.0,358.0,4.9,21.0,79.0
20371,CN2108100000000,21.0,81.0,"Grant County, KY",16,11464.0,10920.0,544.0,4.7,21.0,81.0
20372,CN2108300000000,21.0,83.0,"Graves County, KY",16,15970.0,15027.0,943.0,5.9,21.0,83.0
20373,CN2108500000000,21.0,85.0,"Grayson County, KY",16,10581.0,9867.0,714.0,6.7,21.0,85.0
20374,CN2108700000000,21.0,87.0,"Green County, KY",16,4161.0,3938.0,223.0,5.4,21.0,87.0
20375,CN2108900000000,21.0,89.0,"Greenup County, KY",16,13837.0,12639.0,1198.0,8.7,21.0,89.0
20376,CN2109100000000,21.0,91.0,"Hancock County, KY",16,4077.0,3861.0,216.0,5.3,21.0,91.0
20377,CN2109300000000,21.0,93.0,"Hardin County, KY",16,47591.0,45475.0,2116.0,4.4,21.0,93.0
20378,CN2109500000000,21.0,95.0,"Harlan County, KY",16,7779.0,6893.0,886.0,11.4,21.0,95.0
20379,CN2109700000000,21.0,97.0,"Harrison County, KY",16,8517.0,8123.0,394.0,4.6,21.0,97.0
20380,CN2109900000000,21.0,99.0,"Hart County, KY",16,7915.0,7543.0,372.0,4.7,21.0,99.0
20381,CN2110100000000,21.0,101.0,"Henderson County, KY",16,20965.0,19947.0,1018.0,4.9,21.0,101.0
20382,CN2110300000000,21.0,103.0,"Henry County, KY",16,7079.0,6760.0,319.0,4.5,21.0,103.0
20383,CN2110500000000,21.0,105.0,"Hickman County, KY",16,1956.0,1840.0,116.0,5.9,21.0,105.0
20384,CN2110700000000,21.0,107.0,"Hopkins County, KY",16,20134.0,19018.0,1116.0,5.5,21.0,107.0
20385,CN2110900000000,21.0,109.0,"Jackson County, KY",16,3937.0,3613.0,324.0,8.2,21.0,109.0
20386,CN2111100000000,21.0,111.0,"Jefferson County, KY",16,384121.0,367067.0,17054.0,4.4,21.0,111.0
20387,CN2111300000000,21.0,113.0,"Jessamine County, KY",16,24595.0,23606.0,989.0,4.0,21.0,113.0
20388,CN2111500000000,21.0,115.0,"Johnson County, KY",16,7692.0,6971.0,721.0,9.4,21.0,115.0
20389,CN2111700000000,21.0,117.0,"Kenton County, KY",16,85824.0,82363.0,3461.0,4.0,21.0,117.0
20390,CN2111900000000,21.0,119.0,"Knott County, KY",16,4845.0,4326.0,519.0,10.7,21.0,119.0
20391,CN2112100000000,21.0,121.0,"Knox County, KY",16,9776.0,9003.0,773.0,7.9,21.0,121.0
20392,CN2112300000000,21.0,123.0,"Larue County, KY",16,6724.0,6451.0,273.0,4.1,21.0,123.0
20393,CN2112500000000,21.0,125.0,"Laurel County, KY",16,24068.0,22591.0,1477.0,6.1,21.0,125.0
20394,CN2112700000000,21.0,127.0,"Lawrence County, KY",16,5390.0,4837.0,553.0,10.3,21.0,127.0
20395,CN2112900000000,21.0,129.0,"Lee County, KY",16,2335.0,2140.0,195.0,8.4,21.0,129.0
20396,CN2113100000000,21.0,131.0,"Leslie County, KY",16,3794.0,3416.0,378.0,10.0,21.0,131.0
20397,CN2113300000000,21.0,133.0,"Letcher County, KY",16,7898.0,7106.0,792.0,10.0,21.0,133.0
20398,CN2113500000000,21.0,135.0,"Lewis County, KY",16,4502.0,4040.0,462.0,10.3,21.0,135.0
20399,CN2113700000000,21.0,137.0,"Lincoln County, KY",16,9929.0,9380.0,549.0,5.5,21.0,137.0
20400,CN2113900000000,21.0,139.0,"Livingston County, KY",16,4014.0,3753.0,261.0,6.5,21.0,139.0
20401,CN2114100000000,21.0,141.0,"Logan County, KY",16,11670.0,11157.0,513.0,4.4,21.0,141.0
20402,CN2114300000000,21.0,143.0,"Lyon County, KY",16,2965.0,2790.0,175.0,5.9,21.0,143.0
20403,CN2114500000000,21.0,145.0,"McCracken County, KY",16,30134.0,28457.0,1677.0,5.6,21.0,145.0
20404,CN2114700000000,21.0,147.0,"McCreary County, KY",16,4995.0,4627.0,368.0,7.4,21.0,147.0
20405,CN2114900000000,21.0,149.0,"McLean County, KY",16,4165.0,3959.0,206.0,4.9,21.0,149.0
20406,CN2115100000000,21.0,151.0,"Madison County, KY",16,42245.0,40398.0,1847.0,4.4,21.0,151.0
20407,CN2115300000000,21.0,153.0,"Magoffin County, KY",16,3764.0,3150.0,614.0,16.3,21.0,153.0
20408,CN2115500000000,21.0,155.0,"Marion County, KY",16,7696.0,7292.0,404.0,5.2,21.0,155.0
20409,CN2115700000000,21.0,157.0,"Marshall County, KY",16,13388.0,12527.0,861.0,6.4,21.0,157.0
20410,CN2115900000000,21.0,159.0,"Martin County, KY",16,3717.0,3399.0,318.0,8.6,21.0,159.0
20411,CN2116100000000,21.0,161.0,"Mason County, KY",16,7550.0,7097.0,453.0,6.0,21.0,161.0
20412,CN2116300000000,21.0,163.0,"Meade County, KY",16,13253.0,12628.0,625.0,4.7,21.0,163.0
20413,CN2116500000000,21.0,165.0,"Menifee County, KY",16,2316.0,2116.0,200.0,8.6,21.0,165.0
20414,CN2116700000000,21.0,167.0,"Mercer County, KY",16,10389.0,9910.0,479.0,4.6,21.0,167.0
20415,CN2116900000000,21.0,169.0,"Metcalfe County, KY",16,4117.0,3929.0,188.0,4.6,21.0,169.0
20416,CN2117100000000,21.0,171.0,"Monroe County, KY",16,4567.0,4369.0,198.0,4.3,21.0,171.0
20417,CN2117300000000,21.0,173.0,"Montgomery County, KY",16,12569.0,11813.0,756.0,6.0,21.0,173.0
20418,CN2117500000000,21.0,175.0,"Morgan County, KY",16,4294.0,3931.0,363.0,8.5,21.0,175.0
20419,CN2117700000000,21.0,177.0,"Muhlenberg County, KY",16,13028.0,12210.0,818.0,6.3,21.0,177.0
20420,CN2117900000000,21.0,179.0,"Nelson County, KY",16,21645.0,20663.0,982.0,4.5,21.0,179.0
20421,CN2118100000000,21.0,181.0,"Nicholas County, KY",16,3195.0,3009.0,186.0,5.8,21.0,181.0
20422,CN2118300000000,21.0,183.0,"Ohio County, KY",16,10111.0,9482.0,629.0,6.2,21.0,183.0
20423,CN2118500000000,21.0,185.0,"Oldham County, KY",16,31293.0,30217.0,1076.0,3.4,21.0,185.0
20424,CN2118700000000,21.0,187.0,"Owen County, KY",16,5147.0,4911.0,236.0,4.6,21.0,187.0
20425,CN2118900000000,21.0,189.0,"Owsley County, KY",16,1247.0,1140.0,107.0,8.6,21.0,189.0
20426,CN2119100000000,21.0,191.0,"Pendleton County, KY",16,6788.0,6461.0,327.0,4.8,21.0,191.0
20427,CN2119300000000,21.0,193.0,"Perry County, KY",16,10936.0,9997.0,939.0,8.6,21.0,193.0
20428,CN2119500000000,21.0,195.0,"Pike County, KY",16,20436.0,18251.0,2185.0,10.7,21.0,195.0
20429,CN2119700000000,21.0,197.0,"Powell County, KY",16,5386.0,5029.0,357.0,6.6,21.0,197.0
20430,CN2119900000000,21.0,199.0,"Pulaski County, KY",16,26503.0,25134.0,1369.0,5.2,21.0,199.0
20431,CN2120100000000,21.0,201.0,"Robertson County, KY",16,805.0,756.0,49.0,6.1,21.0,201.0
20432,CN2120300000000,21.0,203.0,"Rockcastle County, KY",16,5927.0,5527.0,400.0,6.7,21.0,203.0
20433,CN2120500000000,21.0,205.0,"Rowan County, KY",16,10828.0,10219.0,609.0,5.6,21.0,205.0
20434,CN2120700000000,21.0,207.0,"Russell County, KY",16,7417.0,6906.0,511.0,6.9,21.0,207.0
20435,CN2120900000000,21.0,209.0,"Scott County, KY",16,26787.0,25757.0,1030.0,3.8,21.0,209.0
20436,CN2121100000000,21.0,211.0,"Shelby County, KY",16,23056.0,22227.0,829.0,3.6,21.0,211.0
20437,CN2121300000000,21.0,213.0,"Simpson County, KY",16,7990.0,7614.0,376.0,4.7,21.0,213.0
20438,CN2121500000000,21.0,215.0,"Spencer County, KY",16,8839.0,8475.0,364.0,4.1,21.0,215.0
20439,CN2121700000000,21.0,217.0,"Taylor County, KY",16,11159.0,10563.0,596.0,5.3,21.0,217.0
20440,CN2121900000000,21.0,219.0,"Todd County, KY",16,5567.0,5333.0,234.0,4.2,21.0,219.0
20441,CN2122100000000,21.0,221.0,"Trigg County, KY",16,5779.0,5460.0,319.0,5.5,21.0,221.0
20442,CN2122300000000,21.0,223.0,"Trimble County, KY",16,3870.0,3664.0,206.0,5.3,21.0,223.0
20443,CN2122500000000,21.0,225.0,"Union County, KY",16,6385.0,5990.0,395.0,6.2,21.0,225.0
20444,CN2122700000000,21.0,227.0,"Warren County, KY",16,65527.0,63119.0,2408.0,3.7,21.0,227.0
20445,CN2122900000000,21.0,229.0,"Washington County, KY",16,5837.0,5583.0,254.0,4.4,21.0,229.0
20446,CN2123100000000,21.0,231.0,"Wayne County, KY",16,7237.0,6685.0,552.0,7.6,21.0,231.0
20447,CN2123300000000,21.0,233.0,"Webster County, KY",16,5480.0,5131.0,349.0,6.4,21.0,233.0
20448,CN2123500000000,21.0,235.0,"Whitley County, KY",16,13243.0,12368.0,875.0,6.6,21.0,235.0
20449,CN2123700000000,21.0,237.0,"Wolfe County, KY",16,1395.0,1205.0,190.0,13.6,21.0,237.0
20450,CN2123900000000,21.0,239.0,"Woodford County, KY",16,14274.0,13802.0,472.0,3.3,21.0,239.0
20451,CN2200100000000,22.0,1.0,"Acadia Parish, LA",16,24970.0,23210.0,1760.0,7.0,22.0,1.0
20452,CN2200300000000,22.0,3.0,"Allen Parish, LA",16,8632.0,8078.0,554.0,6.4,22.0,3.0
20453,CN2200500000000,22.0,5.0,"Ascension Parish, LA",16,61737.0,58740.0,2997.0,4.9,22.0,5.0
20454,CN2200700000000,22.0,7.0,"Assumption Parish, LA",16,10400.0,9637.0,763.0,7.3,22.0,7.0
20455,CN2200900000000,22.0,9.0,"Avoyelles Parish, LA",16,15790.0,14690.0,1100.0,7.0,22.0,9.0
20456,CN2201100000000,22.0,11.0,"Beauregard Parish, LA",16,15098.0,14201.0,897.0,5.9,22.0,11.0
20457,CN2201300000000,22.0,13.0,"Bienville Parish, LA",16,4998.0,4571.0,427.0,8.5,22.0,13.0
20458,CN2201500000000,22.0,15.0,"Bossier Parish, LA",16,55691.0,52652.0,3039.0,5.5,22.0,15.0
20459,CN2201700000000,22.0,17.0,"Caddo Parish, LA",16,108005.0,100985.0,7020.0,6.5,22.0,17.0
20460,CN2201900000000,22.0,19.0,"Calcasieu Parish, LA",16,94966.0,89963.0,5003.0,5.3,22.0,19.0
20461,CN2202100000000,22.0,21.0,"Caldwell Parish, LA",16,3589.0,3290.0,299.0,8.3,22.0,21.0
20462,CN2202300000000,22.0,23.0,"Cameron Parish, LA",16,2670.0,2519.0,151.0,5.7,22.0,23.0
20463,CN2202500000000,22.0,25.0,"Catahoula Parish, LA",16,3256.0,2941.0,315.0,9.7,22.0,25.0
20464,CN2202700000000,22.0,27.0,"Claiborne Parish, LA",16,4991.0,4599.0,392.0,7.9,22.0,27.0
20465,CN2202900000000,22.0,29.0,"Concordia Parish, LA",16,6771.0,6171.0,600.0,8.9,22.0,29.0
20466,CN2203100000000,22.0,31.0,"De Soto Parish, LA",16,10769.0,9983.0,786.0,7.3,22.0,31.0
20467,CN2203300000000,22.0,33.0,"East Baton Rouge Parish, LA",16,225475.0,213290.0,12185.0,5.4,22.0,33.0
20468,CN2203500000000,22.0,35.0,"East Carroll Parish, LA",16,1615.0,1368.0,247.0,15.3,22.0,35.0
20469,CN2203700000000,22.0,37.0,"East Feliciana Parish, LA",16,7465.0,6997.0,468.0,6.3,22.0,37.0
20470,CN2203900000000,22.0,39.0,"Evangeline Parish, LA",16,12353.0,11432.0,921.0,7.5,22.0,39.0
20471,CN2204100000000,22.0,41.0,"Franklin Parish, LA",16,7578.0,6919.0,659.0,8.7,22.0,41.0
20472,CN2204300000000,22.0,43.0,"Grant Parish, LA",16,8371.0,7796.0,575.0,6.9,22.0,43.0
20473,CN2204500000000,22.0,45.0,"Iberia Parish, LA",16,32477.0,29661.0,2816.0,8.7,22.0,45.0
20474,CN2204700000000,22.0,47.0,"Iberville Parish, LA",16,13520.0,12576.0,944.0,7.0,22.0,47.0
20475,CN2204900000000,22.0,49.0,"Jackson Parish, LA",16,5545.0,5155.0,390.0,7.0,22.0,49.0
20476,CN2205100000000,22.0,51.0,"Jefferson Parish, LA",16,216244.0,204829.0,11415.0,5.3,22.0,51.0
20477,CN2205300000000,22.0,53.0,"Jefferson Davis Parish, LA",16,13840.0,13021.0,819.0,5.9,22.0,53.0
20478,CN2205500000000,22.0,55.0,"Lafayette Parish, LA",16,119255.0,112381.0,6874.0,5.8,22.0,55.0
20479,CN2205700000000,22.0,57.0,"Lafourche Parish, LA",16,43951.0,41236.0,2715.0,6.2,22.0,57.0
20480,CN2205900000000,22.0,59.0,"LaSalle Parish, LA",16,5885.0,5483.0,402.0,6.8,22.0,59.0
20481,CN2206100000000,22.0,61.0,"Lincoln Parish, LA",16,21785.0,20446.0,1339.0,6.1,22.0,61.0
20482,CN2206300000000,22.0,63.0,"Livingston Parish, LA",16,65224.0,61792.0,3432.0,5.3,22.0,63.0
20483,CN2206500000000,22.0,65.0,"Madison Parish, LA",16,3561.0,3220.0,341.0,9.6,22.0,65.0
20484,CN2206700000000,22.0,67.0,"Morehouse Parish, LA",16,10707.0,9677.0,1030.0,9.6,22.0,67.0
20485,CN2206900000000,22.0,69.0,"Natchitoches Parish, LA",16,14144.0,13036.0,1108.0,7.8,22.0,69.0
20486,CN2207100000000,22.0,71.0,"Orleans Parish, LA",16,186034.0,175509.0,10525.0,5.7,22.0,71.0
20487,CN2207300000000,22.0,73.0,"Ouachita Parish, LA",16,72477.0,68084.0,4393.0,6.1,22.0,73.0
20488,CN2207500000000,22.0,75.0,"Plaquemines Parish, LA",16,10807.0,10270.0,537.0,5.0,22.0,75.0
20489,CN2207700000000,22.0,77.0,"Pointe Coupee Parish, LA",16,9404.0,8772.0,632.0,6.7,22.0,77.0
20490,CN2207900000000,22.0,79.0,"Rapides Parish, LA",16,59163.0,55655.0,3508.0,5.9,22.0,79.0
20491,CN2208100000000,22.0,81.0,"Red River Parish, LA",16,3078.0,2856.0,222.0,7.2,22.0,81.0
20492,CN2208300000000,22.0,83.0,"Richland Parish, LA",16,8320.0,7695.0,625.0,7.5,22.0,83.0
20493,CN2208500000000,22.0,85.0,"Sabine Parish, LA",16,8078.0,7465.0,613.0,7.6,22.0,85.0
20494,CN2208700000000,22.0,87.0,"St. Bernard Parish, LA",16,19032.0,17884.0,1148.0,6.0,22.0,87.0
20495,CN2208900000000,22.0,89.0,"St. Charles Parish, LA",16,25797.0,24469.0,1328.0,5.1,22.0,89.0
20496,CN2209100000000,22.0,91.0,"St. Helena Parish, LA",16,4217.0,3876.0,341.0,8.1,22.0,91.0
20497,CN2209300000000,22.0,93.0,"St. James Parish, LA",16,9948.0,9241.0,707.0,7.1,22.0,93.0
20498,CN2209500000000,22.0,95.0,"St. John the Baptist Parish, LA",16,20205.0,18846.0,1359.0,6.7,22.0,95.0
20499,CN2209700000000,22.0,97.0,"St. Landry Parish, LA",16,33322.0,30683.0,2639.0,7.9,22.0,97.0
20500,CN2209900000000,22.0,99.0,"St. Martin Parish, LA",16,24378.0,22622.0,1756.0,7.2,22.0,99.0
20501,CN2210100000000,22.0,101.0,"St. Mary Parish, LA",16,22648.0,20593.0,2055.0,9.1,22.0,101.0
20502,CN2210300000000,22.0,103.0,"St. Tammany Parish, LA",16,121324.0,115535.0,5789.0,4.8,22.0,103.0
20503,CN2210500000000,22.0,105.0,"Tangipahoa Parish, LA",16,56605.0,53009.0,3596.0,6.4,22.0,105.0
20504,CN2210700000000,22.0,107.0,"Tensas Parish, LA",16,1508.0,1349.0,159.0,10.5,22.0,107.0
20505,CN2210900000000,22.0,109.0,"Terrebonne Parish, LA",16,50528.0,47150.0,3378.0,6.7,22.0,109.0
20506,CN2211100000000,22.0,111.0,"Union Parish, LA",16,8576.0,7985.0,591.0,6.9,22.0,111.0
20507,CN2211300000000,22.0,113.0,"Vermilion Parish, LA",16,25804.0,23960.0,1844.0,7.1,22.0,113.0
20508,CN2211500000000,22.0,115.0,"Vernon Parish, LA",16,18111.0,16869.0,1242.0,6.9,22.0,115.0
20509,CN2211700000000,22.0,117.0,"Washington Parish, LA",16,17252.0,16075.0,1177.0,6.8,22.0,117.0
20510,CN2211900000000,22.0,119.0,"Webster Parish, LA",16,14514.0,13230.0,1284.0,8.8,22.0,119.0
20511,CN2212100000000,22.0,121.0,"West Baton Rouge Parish, LA",16,12808.0,12102.0,706.0,5.5,22.0,121.0
20512,CN2212300000000,22.0,123.0,"West Carroll Parish, LA",16,4257.0,3775.0,482.0,11.3,22.0,123.0
20513,CN2212500000000,22.0,125.0,"West Feliciana Parish, LA",16,5674.0,5403.0,271.0,4.8,22.0,125.0
20514,CN2212700000000,22.0,127.0,"Winn Parish, LA",16,5300.0,4899.0,401.0,7.6,22.0,127.0
20515,CN2300100000000,23.0,1.0,"Androscoggin County, ME",16,56163.0,54152.0,2011.0,3.6,23.0,1.0
20516,CN2300300000000,23.0,3.0,"Aroostook County, ME",16,31462.0,29750.0,1712.0,5.4,23.0,3.0
20517,CN2300500000000,23.0,5.0,"Cumberland County, ME",16,167134.0,162369.0,4765.0,2.9,23.0,5.0
20518,CN2300700000000,23.0,7.0,"Franklin County, ME",16,14772.0,14130.0,642.0,4.3,23.0,7.0
20519,CN2300900000000,23.0,9.0,"Hancock County, ME",16,28701.0,27370.0,1331.0,4.6,23.0,9.0
20520,CN2301100000000,23.0,11.0,"Kennebec County, ME",16,62233.0,59933.0,2300.0,3.7,23.0,11.0
20521,CN2301300000000,23.0,13.0,"Knox County, ME",16,20850.0,20112.0,738.0,3.5,23.0,13.0
20522,CN2301500000000,23.0,15.0,"Lincoln County, ME",16,16897.0,16263.0,634.0,3.8,23.0,15.0
20523,CN2301700000000,23.0,17.0,"Oxford County, ME",16,26879.0,25655.0,1224.0,4.6,23.0,17.0
20524,CN2301900000000,23.0,19.0,"Penobscot County, ME",16,76471.0,73150.0,3321.0,4.3,23.0,19.0
20525,CN2302100000000,23.0,21.0,"Piscataquis County, ME",16,7037.0,6662.0,375.0,5.3,23.0,21.0
20526,CN2302300000000,23.0,23.0,"Sagadahoc County, ME",16,18848.0,18273.0,575.0,3.1,23.0,23.0
20527,CN2302500000000,23.0,25.0,"Somerset County, ME",16,23924.0,22593.0,1331.0,5.6,23.0,25.0
20528,CN2302700000000,23.0,27.0,"Waldo County, ME",16,19619.0,18737.0,882.0,4.5,23.0,27.0
20529,CN2302900000000,23.0,29.0,"Washington County, ME",16,13230.0,12449.0,781.0,5.9,23.0,29.0
20530,CN2303100000000,23.0,31.0,"York County, ME",16,112055.0,108259.0,3796.0,3.4,23.0,31.0
20531,CN2400100000000,24.0,1.0,"Allegany County, MD",16,29564.0,27647.0,1917.0,6.5,24.0,1.0
20532,CN2400300000000,24.0,3.0,"Anne Arundel County, MD",16,300353.0,289135.0,11218.0,3.7,24.0,3.0
20533,CN2400500000000,24.0,5.0,"Baltimore County, MD",16,439692.0,419626.0,20066.0,4.6,24.0,5.0
20534,CN2400900000000,24.0,9.0,"Calvert County, MD",16,47896.0,46082.0,1814.0,3.8,24.0,9.0
20535,CN2401100000000,24.0,11.0,"Caroline County, MD",16,16465.0,15656.0,809.0,4.9,24.0,11.0
20536,CN2401300000000,24.0,13.0,"Carroll County, MD",16,91079.0,87806.0,3273.0,3.6,24.0,13.0
20537,CN2401500000000,24.0,15.0,"Cecil County, MD",16,50328.0,47687.0,2641.0,5.2,24.0,15.0
20538,CN2401700000000,24.0,17.0,"Charles County, MD",16,83988.0,80551.0,3437.0,4.1,24.0,17.0
20539,CN2401900000000,24.0,19.0,"Dorchester County, MD",16,15725.0,14769.0,956.0,6.1,24.0,19.0
20540,CN2402100000000,24.0,21.0,"Frederick County, MD",16,139177.0,134294.0,4883.0,3.5,24.0,21.0
20541,CN2402300000000,24.0,23.0,"Garrett County, MD",16,14121.0,13272.0,849.0,6.0,24.0,23.0
20542,CN2402500000000,24.0,25.0,"Harford County, MD",16,135161.0,129597.0,5564.0,4.1,24.0,25.0
20543,CN2402700000000,24.0,27.0,"Howard County, MD",16,169603.0,163901.0,5702.0,3.4,24.0,27.0
20544,CN2402900000000,24.0,29.0,"Kent County, MD",16,9625.0,9149.0,476.0,4.9,24.0,29.0
20545,CN2403100000000,24.0,31.0,"Montgomery County, MD",16,570215.0,552127.0,18088.0,3.2,24.0,31.0
20546,CN2403300000000,24.0,33.0,"Prince George's County, MD",16,509716.0,487957.0,21759.0,4.3,24.0,33.0
20547,CN2403500000000,24.0,35.0,"Queen Anne's County, MD",16,26025.0,25030.0,995.0,3.8,24.0,35.0
20548,CN2403700000000,24.0,37.0,"St. Mary's County, MD",16,57617.0,55397.0,2220.0,3.9,24.0,37.0
20549,CN2403900000000,24.0,39.0,"Somerset County, MD",16,10033.0,9400.0,633.0,6.3,24.0,39.0
20550,CN2404100000000,24.0,41.0,"Talbot County, MD",16,18201.0,17412.0,789.0,4.3,24.0,41.0
20551,CN2404300000000,24.0,43.0,"Washington County, MD",16,73170.0,69422.0,3748.0,5.1,24.0,43.0
20552,CN2404500000000,24.0,45.0,"Wicomico County, MD",16,52548.0,49561.0,2987.0,5.7,24.0,45.0
20553,CN2404700000000,24.0,47.0,"Worcester County, MD",16,26182.0,23919.0,2263.0,8.6,24.0,47.0
